-1116.472	0
-1116.064	0
-1115.657	0
-1115.25	0
-1114.843	0
-1114.436	0
-1114.029	0
-1113.621	0
-1113.214	0
-1112.807	0
-1112.4	0
-1111.993	0
-1111.586	0
-1111.178	0
-1110.771	0
-1110.364	0
-1109.957	0
-1109.55	0
-1109.143	0
-1108.735	0
-1108.328	0
-1107.921	0
-1107.514	0
-1107.107	0
-1106.699	0
-1106.292	0
-1105.885	0
-1105.478	0
-1105.071	0
-1104.664	0
-1104.256	0
-1103.849	0
-1103.442	0
-1103.035	0
-1102.628	0
-1102.221	0
-1101.813	0
-1101.406	0
-1100.999	0
-1100.592	0
-1100.185	0
-1099.778	0
-1099.37	0
-1098.963	0
-1098.556	0
-1098.149	0
-1097.742	0
-1097.334	0
-1096.927	0
-1096.52	0
-1096.113	0
-1095.706	0
-1095.299	0
-1094.891	0
-1094.484	0
-1094.077	0
-1093.67	0
-1093.263	0
-1092.856	0
-1092.448	0
-1092.041	0
-1091.634	0
-1091.227	0
-1090.82	0
-1090.412	0
-1090.005	0
-1089.598	0
-1089.191	0
-1088.784	0
-1088.377	0
-1087.969	0
-1087.562	0
-1087.155	0
-1086.748	0
-1086.341	0
-1085.934	0
-1085.526	0
-1085.119	0
-1084.712	0
-1084.305	0
-1083.898	0
-1083.491	0
-1083.083	0
-1082.676	0
-1082.269	0
-1081.862	0
-1081.455	0
-1081.047	0
-1080.64	0
-1080.233	0
-1079.826	0
-1079.419	0
-1079.012	0
-1078.604	0
-1078.197	0
-1077.79	0
-1077.383	0
-1076.976	0
-1076.569	0
-1076.161	0
-1075.754	0
-1075.347	0
-1074.94	0
-1074.533	0
-1074.126	0
-1073.718	0
-1073.311	0
-1072.904	0
-1072.497	0
-1072.09	0
-1071.682	0
-1071.275	0
-1070.868	0
-1070.461	0
-1070.054	0
-1069.647	0
-1069.239	0
-1068.832	0
-1068.425	0
-1068.018	0
-1067.611	0
-1067.204	0
-1066.796	0
-1066.389	0
-1065.982	0
-1065.575	0
-1065.168	0
-1064.761	0
-1064.353	0
-1063.946	0
-1063.539	0
-1063.132	0
-1062.725	0
-1062.317	0
-1061.91	0
-1061.503	0
-1061.096	0
-1060.689	0
-1060.282	0
-1059.874	0
-1059.467	0
-1059.06	0
-1058.653	0
-1058.246	0
-1057.839	0
-1057.431	0
-1057.024	0
-1056.617	0
-1056.21	0
-1055.803	0
-1055.396	0
-1054.988	0
-1054.581	0
-1054.174	0
-1053.767	0
-1053.36	0
-1052.952	0
-1052.545	0
-1052.138	1.67849E-4
-1051.731	2.28885E-4
-1051.324	2.59403E-4
-1050.917	1.5259E-4
-1050.509	1.98367E-4
-1050.102	1.37331E-4
-1049.695	1.98367E-4
-1049.288	1.37331E-4
-1048.881	1.67849E-4
-1048.474	9.15541E-5
-1048.066	7.62951E-5
-1047.659	1.83108E-4
-1047.252	1.67849E-4
-1046.845	1.37331E-4
-1046.438	1.37331E-4
-1046.031	3.50958E-4
-1045.623	1.98367E-4
-1045.216	1.83108E-4
-1044.809	2.74662E-4
-1044.402	2.13626E-4
-1043.995	1.67849E-4
-1043.587	9.15541E-5
-1043.18	2.13626E-4
-1042.773	2.28885E-4
-1042.366	1.83108E-4
-1041.959	2.28885E-4
-1041.552	1.5259E-4
-1041.144	1.98367E-4
-1040.737	2.28885E-4
-1040.33	2.44144E-4
-1039.923	2.28885E-4
-1039.516	2.13626E-4
-1039.109	1.22072E-4
-1038.701	1.83108E-4
-1038.294	1.06813E-4
-1037.887	1.22072E-4
-1037.48	1.67849E-4
-1037.073	1.67849E-4
-1036.665	2.44144E-4
-1036.258	2.13626E-4
-1035.851	1.22072E-4
-1035.444	1.67849E-4
-1035.037	1.67849E-4
-1034.63	2.13626E-4
-1034.222	1.5259E-4
-1033.815	1.83108E-4
-1033.408	1.98367E-4
-1033.001	1.67849E-4
-1032.594	1.37331E-4
-1032.187	2.74662E-4
-1031.779	1.83108E-4
-1031.372	1.37331E-4
-1030.965	1.67849E-4
-1030.558	2.74662E-4
-1030.151	2.13626E-4
-1029.744	1.98367E-4
-1029.336	1.5259E-4
-1028.929	3.0518E-4
-1028.522	1.5259E-4
-1028.115	2.13626E-4
-1027.708	1.37331E-4
-1027.3	2.44144E-4
-1026.893	1.83108E-4
-1026.486	1.5259E-4
-1026.079	2.28885E-4
-1025.672	1.22072E-4
-1025.265	1.37331E-4
-1024.857	1.98367E-4
-1024.45	2.59403E-4
